english,current_telugu
"indus fatehgarh sahib hospital, fatehgarh sahib","ఇండస్ ఫతేఘర్ సాహిబ్ హాస్పిటల్, ఫతేఘర్ సాహిబ్ "
indus hospitals,ఇండస్ ఆస్పత్రులు 
indus international hospital,ఇండస్ ఇంటర్నేషనల్ హాస్పిటల్
indus super speciality hospital,సింధు సూపర్ స్పెషాలిటీ ఆసుపత్రి 
industrial area,పారిశ్రామిక వాడ
infectious disease,అంటు వ్యాధి
infectious diseases,అంటు వ్యాధులు
infertility,వంధ్యత్వం
infertility & art,వంధ్యత్వం & కళ
infertility & ivf,వంధ్యత్వం & ఐవిఎఫ్ 
infertility and art centre ( ivf),వంధ్యత్వం మరియు ఆర్ట్ సెంటర్ (ఐవిఎఫ్)
infertility and ivf,వంధ్యత్వం మరియు ఐవిఎఫ్(IVF)
infertility services,వంధ్యత్వం సేవలు
infilife health care pvt. ltd.,ఇన్ఫిలైఫ్ హెల్త్ కేర్ ప్రైవేట్ లిమిటెడ్ 
information technology,ఇన్ఫర్మేషన్ టెక్నాలజీ
"institute for communicative and cognitive neurosciences, shoranur","ఇన్స్టిట్యూట్ ఫర్ కమ్యూనికేషన్ అండ్ కాగ్నిటివ్ న్యూరోసైన్సెస్, షోరనూర్"
institute for rheumatology and immunology sciences,ఈ ఈ జి (ఎలెక్ట్రోఎన్సెఫలోగ్రామ్)
institute of brain and spine,బ్రెయిన్ అండ్ స్పైన్ ఇన్స్టిట్యూట్
institute of human behaviour & allied sciences (ihbas),ఇన్స్టిట్యూట్ ఆఫ్ హ్యూమన్ బిహేవియర్ & అలైడ్ సైన్సెస్ (IHBAS)
institute of infectious diseases,ఇన్స్టిట్యూట్ ఆఫ్ ఇన్ఫెక్షియస్ డిసీసెస్ 
"institute of liver & biliary sciences, vasant kunj","ఇన్స్టిట్యూట్ ఆఫ్ లివర్ & బిలియరీ సైన్సెస్, వసంత కుంజ్"
institute of neurosciences,ఇన్స్టిట్యూట్ ఆఫ్ న్యూరోస్సియన్స్
institute of reproduction and child care,ఇన్స్టిట్యూట్ ఆఫ్ పునరుత్పత్తి మరియు చైల్డ్ కేర్
intensive and critical care,ఇంటెన్సివ్ మరియు క్రిటికల్ కేర్
intensive care unit,అత్యవసర చికిత్స గది
intensive care unit  -adult,ఇంటెన్సివ్ కేర్ యూనిట్- పెద్దలు 
intensive care unit - cardio thoracic,ఇంటెన్సివ్ కేర్ యూనిట్ - కార్డియో థొరాసిక్
"intensive care unit - medical, neuro, neonatal & surgical","ఇంటెన్సివ్ కేర్ యూనిట్ - మెడికల్, న్యూరో, నియోనాటల్ & శస్త్రచికిత్స "
"intensive care unit - micu, sicu, ccu","ఇంటెన్సివ్ కేర్ యూనిట్-ఎంఐసియు(micu),  ఎస్ఐసియు(sicu), సీసీయు(ccu) "
intensive care unit - neonatal,ఇంటెన్సివ్ కేర్ యూనిట్ - పసిపిల్లలు(నియోనాటల్)
"intensive care unit ( picu, nicu)","ఇంటెన్సివ్ యునైటెడ్ (పికు, నిక్) "
"intensive care unit ( psychiatry, neurology, neurosurgery)","ఇంటెన్సివ్ కేర్ యూనిట్ (సైకియాట్రీ, న్యూరాలజీ, న్యూరో సర్జరీ)"
intensive care unit adult,ఇంటెన్సివ్ కేర్ యూనిట్ వయోజన 
intensive care unit neonatal,ఇంటెన్సివ్ కేర్ యూనిట్ నియోనాటల్
intensive care units,ఇంటెన్సివ్ కేర్ యూనిట్లు
"intensive care units - micu, nicu","ఇంటెన్సివ్ కేర్ యూనిట్లు-micu, nicu"
internal medicine,అంతర్గత వైద్యము 
internal medicine including infectious diseases,అంటు వ్యాధులు సహా అంతర్గత ఔషధం
interventional and vascular radiology,ఇంటర్వెన్షనల్ మరియు వాస్కులర్ రేడియాలజీ విభాగము 
interventional cardiology,ఇంటర్వెన్షనల్ కార్డియాలజీ
"interventional cardiology including aicd implanation, coronary angiography, balloon septostomies","ఏఐసిడి(AICD ) ఇంప్లాంటేషన్, కరోనరీ యాంజియోగ్రఫీ, బెలూన్ సెప్టోస్టోమీతో సహా ఇంటర్వెన్షనల్ కార్డియాలజీ విభాగాలు "
interventional cardiology- invasive,ఇంటర్వెన్షనల్ కార్డియాలజీ- ఇన్వేసివ్
interventional nephrology,ఇంటర్వెన్షనల్ నెఫలజీ
interventional neuro radiology,ఇంటర్వెన్షనల్ న్యూరోరాడియాలజీ
interventional neurology,ఇంటర్వెన్షనల్ న్యూరాలజీ విభాగము 
"interventional neurology, radiology, pulmonology","ఇంటర్వెన్షనల్ న్యూరాలజీ, రేడియాలజీ, పల్మోనాలజీ విభాగాలు "
interventional pain management,ఇంటర్వెన్షనల్ నొప్పి నిర్వహణ
interventional radiolgy,ఇంటర్వెన్షనల్ రేడియాలజీ విభాగము 
interventional radiology,ఇంటర్వెన్షనల్ రేడియాలజీ
intesive care pediatric,ఇంటెన్సివ్ కేర్ పీడియాట్రిక్
intra vitreal injection,ఇంట్రాటిల్ ఇంజెక్షన్
"invasive, robotic & bariatric surgery","ఇన్వాసివ్, రోబోటిక్ & బారియాట్రి శస్త్రచికిత్స"
iol master,Yol మాస్టర్
iol master 700,YOL మాస్టర్ 700.
iol master biometry,IOL మాస్టర్ బయోమెట్రీ
isha netralay (unit of dr. shah's laser eye institute),ఇషా నేత్రలే (డాక్టర్ షా యొక్క లేజర్ ఐ ఇన్స్టిట్యూట్ యొక్క యూనిట్)
"isis hospital pvt. ltd., greater kailash","ఐసిస్ హాస్పిటల్ Pvt. లిమిటెడ్, గ్రేటర్ కైలాష్ "
iti chowk,ITI చౌక్
iti-chowk,ఐటి-చౌక్
iui,జుయి
ivc filter implantation,ivc(ఐవిసి) ఫిల్టర్ ఇంప్లాంటేషన్
